Eatery_ID,Eatery_Name,Eatery_Addr,Eatery_Num,Eatery_Type
1007,플러스투,제주특별자치도 제주시 광양9길 49,,호프/통닭
1008,피아노맨,제주특별자치도 제주시 신대로16길 39,064-744-1914,호프/통닭
1009,피자와치킨의러브레터,제주특별자치도 제주시 고마로9길 15,064-722-8278,호프/통닭
1010,피치랑삼화점,제주특별자치도 제주시 일주동로 326,064-725-0711,호프/통닭
1011,필,제주특별자치도 제주시 연수로1길 7,,호프/통닭
1012,하라주쿠클럽,제주특별자치도 제주시 중앙로7길 3 ,064-759-5959,호프/통닭
1013,학창시절,제주특별자치도 제주시 신광로4길 15,064-900-5615,호프/통닭
1014,한나소주호프,제주특별자치도 제주시 중앙로 23 ,064-722-1010,호프/통닭
1015,한데모아,제주특별자치도 제주시 수덕9길 지하 20 ,064-743-7520,호프/통닭
1016,한라산포차,제주특별자치도 제주시 중앙로2길 17 ,064-747-7050,호프/통닭
1017,한라생얼큰이,제주특별자치도 제주시 천수로6길 11 ,064-722-0555,호프/통닭
1018,한량2010,제주특별자치도 제주시 광양13길 12-2 ,064-725-8283,호프/통닭
1019,한림복,제주특별자치도 제주시 한림읍 한림북동길 2,064-796-2616,호프/통닭
1020,한신포차제주연동점,제주특별자치도 제주시 신대로16길 49 ,064-713-0600,호프/통닭
1021,한올래,제주특별자치도 제주시 관덕로 5-1 ,,호프/통닭
1022,한자네포차,제주특별자치도 제주시 월랑로10길 9 ,064-744-1707,호프/통닭
1023,한잔해,제주특별자치도 제주시 서사로 93-1 ,,호프/통닭
1024,할라제주,제주특별자치도 제주시 신성로13길 지하 27,064-753-2845,호프/통닭
1025,함덕487,제주특별자치도 제주시 조천읍 신북로 487,,호프/통닭
1026,함스치킨앤숯불바베큐,제주특별자치도 제주시 서문로 25,064-725-5892,호프/통닭
1027,함스치킨앤숯불바베큐2호,제주특별자치도 제주시 서문로 25,,호프/통닭
1028,함지신신불닭발본점,제주특별자치도 제주시 신대로16길 42 ,064-749-4800,호프/통닭
1029,항만선,제주특별자치도 제주시 한림읍 한림해안로 154,064-796-7733,호프/통닭
1030,해마루,제주특별자치도 제주시 천수로13길 5 ,,호프/통닭
1031,해모루,제주특별자치도 제주시 월랑로4길 6,,호프/통닭
1032,해븐해븐,제주특별자치도 제주시 은남3길 34,,호프/통닭
1033,해산물포차,제주특별자치도 제주시 서광로32길 23 ,064-721-6633,호프/통닭
1034,해적선,제주특별자치도 제주시 추자면 추자로 42-1,064-742-7112,호프/통닭
1035,해피양순이,제주특별자치도 제주시 도남로5길 4 ,064-724-5242,호프/통닭
1036,해피해피데이,제주특별자치도 제주시 신광로10길 20,064-713-8252,호프/통닭
1037,행복한집,제주특별자치도 제주시 월랑로4길 25 ,,호프/통닭
1038,행온,제주특별자치도 제주시 구좌읍 행원로 151,,호프/통닭
1039,향래식당,제주특별자치도 제주시 가령로 41 ,,호프/통닭
1040,허니돈,제주특별자치도 제주시 은남4길 37 ,064-747-8302,호프/통닭
1041,허니비어노형점,제주특별자치도 제주시 노형로 407,,호프/통닭
1042,헛간,제주특별자치도 제주시 구좌읍 덕평로 9-8,,호프/통닭
1043,헝그리닭발포차,제주특별자치도 제주시 월랑로4길 3 ,,호프/통닭
1044,헝그리닭발포차시청,제주특별자치도 제주시 신성로 102 ,,호프/통닭
1045,헝그리닭발포차외도점,제주특별자치도 제주시 우령2길 20 ,,호프/통닭
1046,헬로우밥,제주특별자치도 제주시 관덕로8길 30 ,064-757-5877,호프/통닭
1047,현선이네,제주특별자치도 제주시 관덕로8길 32 ,,호프/통닭
1048,현주네치킨,제주특별자치도 제주시 정존15길 32 ,,호프/통닭
1049,형님네,제주특별자치도 제주시 중앙로12길 10 ,,호프/통닭
1050,호맥,제주특별자치도 제주시 은남3길 34 ,,호프/통닭
1051,호성,제주특별자치도 제주시 한림읍 한림로 665,064-796-0424,호프/통닭
1052,호식이두마리치킨삼화점,제주특별자치도 제주시 일주동로 340,064-726-9982,호프/통닭
1053,호식이두마리치킨애월읍내점,제주특별자치도 제주시 애월읍 애월로11길 11,064-799-9909,호프/통닭
1054,호식이두마리치킨연동신시가지점,제주특별자치도 제주시 국기중길 5-6,,호프/통닭
1055,호식이두마리치킨외도점,제주특별자치도 제주시 우정로7길 30,,호프/통닭
1056,호야치킨앤닭강정,제주특별자치도 제주시 화삼북로 90,,호프/통닭
1057,호프앤프랜즈,제주특별자치도 제주시 은남4길 37 ,064-744-9696,호프/통닭
1058,혼디레술토랑,제주특별자치도 제주시 우령서로 57,,호프/통닭
1059,혼디포차,제주특별자치도 제주시 광양8길 15 ,,호프/통닭
1060,홍대더브릿지,제주특별자치도 제주시 광양8길 4,,호프/통닭
1061,홍림,제주특별자치도 제주시 평전길 3 ,,호프/통닭
1062,홍익스테이크제주점,제주특별자치도 제주시 월랑로6길 17,064-746-1316,호프/통닭
1063,홍익식당,제주특별자치도 제주시 서광로28길 18-1 ,064-755-2229,호프/통닭
1064,홍초불닭연동점,제주특별자치도 제주시 신대로16길 56 ,064-743-3778,호프/통닭
1065,화류,제주특별자치도 제주시 신성로13길 5,,호프/통닭
1066,화북대표술집,제주특별자치도 제주시 진남로6길 12 ,064-721-5701,호프/통닭
1067,화산양꼬치2호점,제주특별자치도 제주시 신성로13길 17-1,,호프/통닭
1068,화수분,제주특별자치도 제주시 동화로 7 ,064-724-0243,호프/통닭
1069,화제집중,제주특별자치도 제주시 다랑곶길 19 ,064-748-1922,호프/통닭
1070,황금알맛집,제주특별자치도 제주시 도두항서7길 2 ,,호프/통닭
1071,횡단보도앞,제주특별자치도 제주시 서광로 282 ,,호프/통닭
1072,후쿠,제주특별자치도 제주시 천수로11길 4,064-702-3259,호프/통닭
1073,훌랄라숯불바베큐치킨,제주특별자치도 제주시 애월읍 중엄3길 50,,호프/통닭
1074,휴가람,제주특별자치도 제주시 천수로 16 ,,호프/통닭
1075,흠염요리,제주특별자치도 제주시 신광로8길 30-1,,호프/통닭
1076,희정이네,제주특별자치도 제주시 천수로 82,,호프/통닭
1077,히치하이커스라운지,제주특별자치도 제주시 서광로32길 지하 19 ,,호프/통닭
1078,(주)금자탑 제주퍼시픽호텔구내,제주특별자치도 제주시 서사로 20 ,064-758-2500,한식
1079,(주)금자탑 제주퍼시픽호텔구내(용두암),제주특별자치도 제주시 서사로 20 ,064-758-2500,한식
1080,(주)금자탑 제주퍼시픽호텔구내(해마),제주특별자치도 제주시 서사로 20 ,064-758-2500,한식
1081,(주)금자탑 제주퍼시픽호텔구내(후시미),제주특별자치도 제주시 서사로 20 ,064-758-2500,한식
1082,(주)금자탑제주퍼시픽호텔구내,제주특별자치도 제주시 서사로 20 ,064-758-2500,한식
1083,(주)러스코수라,제주특별자치도 제주시 연동6길 33 ,064-747-4030,한식
1084,(주)메이풀하우스유스호스텔,제주특별자치도 제주시 조천읍 곱은달서길 165,064-784-7823,한식
1085,(주)미라클,제주특별자치도 제주시 서해안로 346-14,064-746-7896,한식
1086,(주)미래,제주특별자치도 제주시 남성로 75 ,064-751-3838,한식
1087,(주)블랙스톤리조트호텔레스토랑,제주특별자치도 제주시 한림읍 한창로 925-122,064-795-2200,한식
1088,(주)사조그랜드리조트,제주특별자치도 제주시 조천읍 일주동로 지하 1616-7,064-782-8600,한식
1089,(주)세운상사(신한백화점구내),제주특별자치도 제주시 노연로 100 ,064-747-3333,한식
1090,(주)써니,제주특별자치도 제주시 1100로 3208 ,064-744-1000,한식
1091,(주)써니2,제주특별자치도 제주시 1100로 3208 ,064-744-1000,한식
1092,(주)아워홈KBS제주점,제주특별자치도 제주시 복지로1길 8 ,064-710-7149,한식
1093,(주)아워홈렛츠런파크제주점(중식당),제주특별자치도 제주시 애월읍 평화로 2144,064-741-9419,한식
1094,(주)아워홈렛츠런파크제주점(한식당),제주특별자치도 제주시 애월읍 평화로 2144,064-749-6664,한식
1095,(주)아워홈캐슬렉스제주점북그늘집,제주특별자치도 제주시 한림읍 금악리 산41,064-792-6688,한식
1096,(주)엠버서더,제주특별자치도 제주시 삼무로 12 ,064-745-7459,한식
1097,(주)우진해장국,제주특별자치도 제주시 서사로 11,064-757-3393,한식
1098,(주)일품순두부탑동점,제주특별자치도 제주시 탑동로 33,,한식
1099,(주)제주컨트리구락부,제주특별자치도 제주시 516로 2695,064-702-0451,한식
1100,(주)제주힐시시1호,제주특별자치도 제주시 516로 2596-117 ,064-702-0205,한식
1101,(주)호텔샹그릴라,제주특별자치도 제주시 노형로 79,064-726-0061,한식
1102,09학번,제주특별자치도 제주시 산천단동1길 7,064-726-9289,한식
1103,24시국수회관,제주특별자치도 제주시 남성로 122-1 ,064-702-1162,한식
1104,24시뼈다귀탕,제주특별자치도 제주시 동광로 19-1,064-723-0013,한식
1105,24시뼈다귀탕삼화점,제주특별자치도 제주시 일주동로 222,064-722-6661,한식
1106,24시뼈다귀탕신제주점,제주특별자치도 제주시 삼무로 47 ,064-746-5452,한식
1107,24시얼큰시원생고기김치찌개외도점,제주특별자치도 제주시 우정로 85,,한식
1108,24시얼큰시원생고기김치찌개화북점,제주특별자치도 제주시 동화로 74,064-757-8111,한식
1109,24시이가네,제주특별자치도 제주시 은남4길 41 ,064-748-7078,한식
1110,24시전주명가콩나물국밥,제주특별자치도 제주시 구산로 59 ,064-744-6111,한식
1111,24시전주명가콩나물국밥일도점,제주특별자치도 제주시 고마로 127 ,064-752-4601,한식
1112,30년일소추어탕,제주특별자치도 제주시 삼무로 74 ,064-747-7985,한식
1113,30년할매닭발,제주특별자치도 제주시 우정로 44,064-742-9282,한식
1114,30년할매닭발노형점,제주특별자치도 제주시 정존5길 29,064-748-9279,한식
1115,365더바삭,제주특별자치도 제주시 도남로 189,064-722-8969,한식
1116,5자매식당,제주특별자치도 제주시 구좌읍 일주동로 3253,,한식
1117,7번가피자함덕점,제주특별자치도 제주시 조천읍 신북로 508,064-784-0997,한식
1118,957해물짬뽕,제주특별자치도 제주시 애월읍 애월해안로 957 ,064-749-5950,한식
1119,SG스크린골프광양점,제주특별자치도 제주시 중앙로 187,064-702-0072,한식
1120,가나안,제주특별자치도 제주시 연화로1길 18 ,064-745-5678,한식
1121,가다오다,제주특별자치도 제주시 신산로 13 ,064-725-5792,한식
1122,가담국수,제주특별자치도 제주시 월랑로10길 21 ,064-749-7724,한식
1123,가던,제주특별자치도 제주시 용화로 7 ,064-711-6794,한식
1124,가던길멈추고,제주특별자치도 제주시 고마로 13 ,064-758-5235,한식
1125,가득한한잔,제주특별자치도 제주시 성지로 72,064-724-5140,한식
1126,가락국수,제주특별자치도 제주시 연동9길 25 ,064-742-7801,한식
1127,가람,제주특별자치도 제주시 복지로북길 4,,한식
1128,가람뚝배기해장국,제주특별자치도 제주시 구좌읍 김녕로 129,064-782-7773,한식
1129,가령골오리,제주특별자치도 제주시 인다8길 38,064-726-2604,한식
1130,가령골허브의향기,제주특별자치도 제주시 가령로 19 ,064-723-7474,한식
1131,가로세줄,제주특별자치도 제주시 오현길 87 ,064-755-5514,한식
1132,가리본가광양점,제주특별자치도 제주시 서사로19길 42 ,064-711-7448,한식
1133,가리본가일도점,제주특별자치도 제주시 천수로6길 13 ,,한식
1134,가리비안의해적,제주특별자치도 제주시 한림읍 한림로 335,,한식
1135,가마솥애,제주특별자치도 제주시 고마로17길 5 ,,한식
1136,가마치통닭제주시청점,제주특별자치도 제주시 광양13길 10,064-721-6680,한식
1137,가메오름,제주특별자치도 제주시 서광로2길 5-12 ,,한식
1138,가보게아구찜,제주특별자치도 제주시 한림읍 한림북동길 19,,한식
1139,가보카,제주특별자치도 제주시 한경면 명이2길 31,,한식
1140,가본,제주특별자치도 제주시 임항로 36-1 ,064-757-2481,한식
1141,가시버시정육구이,제주특별자치도 제주시 삼무로1길 9,064-744-7789,한식
1142,가시식당2호점,제주특별자치도 제주시 구남로4길 6 ,064-756-7916,한식
1143,가시어멍충무김밥,제주특별자치도 제주시 애월읍 하귀9길 34-1,,한식
1144,가시어멍회국수,제주특별자치도 제주시 우도면 우도해안길 508,,한식
1145,가식,제주특별자치도 제주시 조천읍 조천북1길 33,,한식
1146,가야복집,제주특별자치도 제주시 오복2길 35 ,064-752-4024,한식
1147,가야아구찜,제주특별자치도 제주시 도공로 20,064-743-6194,한식
1148,가야포도원,제주특별자치도 제주시 봉개대동4길 11,,한식
1149,가연이네주말농장민박식당,제주특별자치도 제주시 진목3길 59,064-724-8777,한식
1150,가이아,제주특별자치도 제주시 연동7길 4 ,064-742-6110,한식
1151,가인,제주특별자치도 제주시 제원1길 23,064-711-8998,한식
1152,가자고산,제주특별자치도 제주시 한경면 용고로 76,,한식
1153,가자우리집,제주특별자치도 제주시 임항로 55-4 ,064-722-0642,한식
1154,가장맛있는족발,제주특별자치도 제주시 화삼로 23,064-722-5849,한식
1155,가장맛있는족발이도점,제주특별자치도 제주시 승천로 72,,한식
1156,가품,제주특별자치도 제주시 원노형로 53,,한식
1157,가호,제주특별자치도 제주시 애월읍 가문동상2길 35,,한식
1158,각재기나라,제주특별자치도 제주시 남성로 122 ,,한식
1159,각재기랑고등어,제주특별자치도 제주시 한림읍 명월성로 8,064-796-9289,한식
1160,각재기바당,제주특별자치도 제주시 고마로9길 17,,한식
1161,각지불,제주특별자치도 제주시 조천읍 남조로 1751,064-782-7060,한식
1162,갈래길국수,제주특별자치도 제주시 제원길 14 ,064-712-8453,한식
1163,갈비아빠,제주특별자치도 제주시 우정로10길 4,,한식
1164,갈비애드림도남점,제주특별자치도 제주시 도남로 8 ,064-758-0339,한식
1165,갈비정식,제주특별자치도 제주시 진남로6길 3,064-722-4416,한식
1166,갈비향,제주특별자치도 제주시 연사3길 10,,한식
1167,감수촌,제주특별자치도 제주시 지석13길 7,064-725-5388,한식
1168,감자바우,제주특별자치도 제주시 중앙로7길 25 ,064-758-6929,한식
1169,감초,제주특별자치도 제주시 동광로1길 32 ,064-753-7462,한식
1170,갑도니,제주특별자치도 제주시 광양14길 14,064-722-4768,한식
1171,갑뽕,제주특별자치도 제주시 오복4길 11,064-752-8974,한식
1172,강남,제주특별자치도 제주시 동광로1길 32 ,064-757-1049,한식
1173,강명선샤브샤브,제주특별자치도 제주시 귀아랑길 14 ,064-746-3456,한식
1174,강사또,제주특별자치도 제주시 용화로 16,064-749-8840,한식
1175,강서방정식,제주특별자치도 제주시 서사로 172-1 ,,한식
1176,강숙수부뚜막,제주특별자치도 제주시 진남로4길 8-9,064-755-3500,한식
1177,강씨고집,제주특별자치도 제주시 구남동6길 33,,한식
1178,강연우동태찌개제주외도점,제주특별자치도 제주시 우령서로 89,,한식
1179,강원도식당,제주특별자치도 제주시 오일장서길 26 ,064-756-8333,한식
1180,개가게를판다,제주특별자치도 제주시 서해안로 494,064-713-1235,한식
1181,개똥철학,제주특별자치도 제주시 용담로 84,,한식
1182,개미,제주특별자치도 제주시 중앙로 183 ,064-753-2842,한식
1183,개미와베짱이,제주특별자치도 제주시 산천단동3길 16 ,,한식
1184,개성보리밥칼국수,제주특별자치도 제주시 애월읍 애월로11길 17,064-799-8342,한식
1185,객주,제주특별자치도 제주시 동문로 34-1 ,064-755-0401,한식
1186,갤러리호텔비앤비,제주특별자치도 제주시 삼무로3길 48,064-742-4442,한식
1187,갯것이,제주특별자치도 제주시 가령로 9 ,064-724-2722,한식
1188,갱길이네고사리삼겹살,제주특별자치도 제주시 용문로 136 ,064-744-0052,한식
1189,갱이네보말칼국수,제주특별자치도 제주시 구남로4길 18,,한식
1190,거기가게,제주특별자치도 제주시 우도면 우도로 148,,한식
1191,거마가든,제주특별자치도 제주시 금월길 105 ,064-702-1202,한식
1192,거멍흑돼지장어하루신제주본점,제주특별자치도 제주시 월랑로 83,064-742-9285,한식
1193,거문덕이식당,제주특별자치도 제주시 애월읍 하소로 594 ,064-755-5440,한식
1194,거문오름,제주특별자치도 제주시 조천읍 선교로 523,,한식
1195,거부,제주특별자치도 제주시 제원4길 3 ,064-744-4116,한식
1196,건영,제주특별자치도 제주시 오일장서길 26 ,,한식
1197,게이트,제주특별자치도 제주시 신광로 35,064-748-3035,한식
1198,경기부대찌개전문점,제주특별자치도 제주시 중앙로12길 1 ,064-758-0696,한식
1199,경도원,제주특별자치도 제주시 조천읍 교래4길 20-11,064-783-9815,한식
1200,경민이네,제주특별자치도 제주시 서사로 77 ,064-732-2387,한식
1201,경복정,제주특별자치도 제주시 고마로9길 21 ,,한식
1202,경상도아지매,제주특별자치도 제주시 신대로10길 51 ,,한식
1203,경성숯불양꼬치,제주특별자치도 제주시 신대로14길 36 ,,한식
1204,경성주막1929제주시청점,제주특별자치도 제주시 신성로13길 14-1,,한식
1205,경애관,제주특별자치도 제주시 신대로20길 18 ,064-749-0592,한식
1206,경원해장국,제주특별자치도 제주시 신산로 75 ,064-726-0096,한식
1207,경일낙지,제주특별자치도 제주시 다랑곶길 30,064-742-2427,한식
1208,경준이네,제주특별자치도 제주시 신산로7길 54,064-727-0977,한식
1209,경진식당,제주특별자치도 제주시 조천읍 함덕12길 3,064-783-6815,한식
1210,경태,제주특별자치도 제주시 서문로4길 13-2 ,064-752-2352,한식
1211,경풍,제주특별자치도 제주시 오일장중길 55 ,064-773-2178,한식
1212,경희네몽생이,제주특별자치도 제주시 연동9길 37,064-711-9086,한식
1213,계절식탁,제주특별자치도 제주시 신성로13길 13-1,,한식
1214,고가네아구찜뽈탕,제주특별자치도 제주시 인다2길 8,064-751-5955,한식
1215,고가이가네손칼국수,제주특별자치도 제주시 애월읍 항몽로 31 ,,한식
1216,고가촌,제주특별자치도 제주시 가령골길 24,064-723-6822,한식
1217,고객식당,제주특별자치도 제주시 오현길 78-6,064-752-3001,한식
1218,고고리,제주특별자치도 제주시 인다5길 11-10,,한식
1219,고고짬뽕,제주특별자치도 제주시 우령2길 29-2,064-745-5570,한식
1220,고고짬뽕2호점연동점,제주특별자치도 제주시 연동4길 12,064-747-6466,한식
1221,고관심해장국,제주특별자치도 제주시 한경면 용고로 86,064-772-2825,한식
1222,고구려,제주특별자치도 제주시 연화로 47 ,064-712-0079,한식
1223,고기대박집우방,제주특별자치도 제주시 연북로 15,064-758-5382,한식
1224,고기마씸,제주특별자치도 제주시 도남로 68,064-900-3811,한식
1225,고기마을,제주특별자치도 제주시 진남로 21-1,064-755-0777,한식
1226,고내이층집미노네,제주특별자치도 제주시 애월읍 고내로9길 27,,한식
1227,고내횟집,제주특별자치도 제주시 애월읍 고내로7길 46-1,064-799-3375,한식
1228,고니,제주특별자치도 제주시 신대로 119 ,064-742-5155,한식
1229,고니노형점,제주특별자치도 제주시 다랑곶4길 2 ,,한식
1230,고니식당,제주특별자치도 제주시 아란7길 3-7,064-727-0208,한식
1231,고두물,제주특별자치도 제주시 조천읍 일주동로 1180,064-783-8818,한식
1232,고래고래,제주특별자치도 제주시 월랑로4길 16,064-744-9290,한식
1233,고래날다,제주특별자치도 제주시 구좌읍 행원로7길 23-8,064-784-5845,한식
1234,고래밥,제주특별자치도 제주시 애월읍 애월로 93-1,,한식
1235,고래배꼽본점,제주특별자치도 제주시 애월읍 하귀로 58,,한식
1236,고래콩물,제주특별자치도 제주시 달마루길 10-5,064-712-0031,한식
1237,고래콩물이도점,제주특별자치도 제주시 박성내동길 37-1,,한식
1238,고랫물집,제주특별자치도 제주시 진동로 73,064-755-3320,한식
1239,고르멍드르멍,제주특별자치도 제주시 용마서길 30 ,,한식
1240,고마로갈비탕,제주특별자치도 제주시 고마로 27,,한식
1241,고마루,제주특별자치도 제주시 한경면 고산로1길 1,064-773-3199,한식
1242,고보배국밥,제주특별자치도 제주시 남광북3길 24 ,,한식
1243,고사리,제주특별자치도 제주시 삼무로3길 39,064-746-0595,한식
1244,고산함지박,제주특별자치도 제주시 한경면 고락로 4,,한식
1245,고서방짬뽕,제주특별자치도 제주시 인다5길 11-5,064-702-3033,한식
1246,고성장수물,제주특별자치도 제주시 연문2길 18 ,064-749-0367,한식
1247,고수참치,제주특별자치도 제주시 용화로 49,064-745-1933,한식
1248,고스트미락,제주특별자치도 제주시 한림읍 한림해안로 514-29,,한식
1249,고우니가든,제주특별자치도 제주시 조천읍 남조로 2625,064-782-1418,한식
1250,고우니제주를담다말흑돼지전복삼합전문점,제주특별자치도 제주시 애월읍 애월해안로 857,064-713-0467,한식
1251,고을면,제주특별자치도 제주시 정든로 62-3 ,064-702-8853,한식
1252,고장밭,제주특별자치도 제주시 애월읍 유수암로 34,,한식
1253,고집돌우럭제주공항점,제주특별자치도 제주시 임항로 30 ,064-758-2531,한식
1254,고집돌우럭함덕점,제주특별자치도 제주시 조천읍 신북로 491-9,,한식
1255,고창댁풍천장어낙지,제주특별자치도 제주시 동제원길 42,,한식
1256,고촌갈매기와양대창,제주특별자치도 제주시 서광로26길 9-1 ,064-726-5666,한식
1257,고파크,제주특별자치도 제주시 조천읍 남조로 2044-38,,한식
1258,고팡,제주특별자치도 제주시 애월읍 부룡수길 33,064-799-9511,한식
1259,고평갯드르식당,제주특별자치도 제주시 조천읍 남조로 2368,064-783-4426,한식
1260,고향,제주특별자치도 제주시 관덕로9길 10 ,064-702-0802,한식
1261,고향각재기,제주특별자치도 제주시 구남동5길 1,,한식
1262,고향모밀촌,제주특별자치도 제주시 일주동로 358,,한식
1263,고향숯불막창삼도점,제주특별자치도 제주시 서사로20길 19,,한식
1264,고향숯불막창외도점,제주특별자치도 제주시 우령2길 30 ,,한식
1265,고향역,제주특별자치도 제주시 한림읍 한림로 149-8,,한식
1266,고향의맛,제주특별자치도 제주시 연동13길 37 ,064-747-4660,한식
1267,고향향토장터,제주특별자치도 제주시 추자면 추자로 576,,한식
1268,고향흑돼지,제주특별자치도 제주시 한림읍 한림해안로 29,064-796-6426,한식
1269,곤드레집,제주특별자치도 제주시 아연로 176,064-726-2226,한식
1270,곤밥2,제주특별자치도 제주시 서부두남길 8 ,,한식
1271,곤밥보리밥,제주특별자치도 제주시 애월읍 애원로 70-2,,한식
1272,곤지암,제주특별자치도 제주시 관덕로4길 4,064-753-5018,한식
1273,골든식당,제주특별자치도 제주시 서광로2길 9,,한식
1274,골막,제주특별자치도 제주시 천수로 12 ,064-753-6944,한식
1275,골목,제주특별자치도 제주시 이도일동 1347 ,064-757-4890,한식
1276,골목집갈비,제주특별자치도 제주시 서사로18길 19 ,064-722-0840,한식
1277,골프존수목원메이저퀸,제주특별자치도 제주시 1100로 3124,,한식
1278,곰,제주특별자치도 제주시 복지로3길 1-4 ,064-746-8504,한식
1279,곰돌,제주특별자치도 제주시 연동1길 10 ,064-748-8399,한식
1280,곰돌이숯불갈비,제주특별자치도 제주시 일주서로 7852,064-749-1722,한식
1281,곰솔과맹개,제주특별자치도 제주시 연동3길 33 ,064-745-4181,한식
1282,곰솔면옥,제주특별자치도 제주시 진동로 29 ,064-725-9243,한식
1283,곰집,제주특별자치도 제주시 구남로8길 27,,한식
1284,곰탕제작소신제주점,제주특별자치도 제주시 노연로 95,,한식
1285,곱들락,제주특별자치도 제주시 구좌읍 월정3길 53-7,064-783-0992,한식
1286,곱들락탁희,제주특별자치도 제주시 조천읍 함덕18길 19,064-751-1055,한식
1287,곱은달,제주특별자치도 제주시 조천읍 중산간동로 758,,한식
1288,곱전,제주특별자치도 제주시 동광로8길 35-12,,한식
1289,곱창스튜디오,제주특별자치도 제주시 한림읍 한림로19길 10,,한식
1290,곱창에미치다,제주특별자치도 제주시 한경면 두신로 39,,한식
1291,공단반점,제주특별자치도 제주시 화남로 62,064-755-7282,한식
1292,공단해장국,제주특별자치도 제주시 복지로 96,,한식
1293,공명식당,제주특별자치도 제주시 원노형5길 5-2 ,064-722-5223,한식
1294,공생,제주특별자치도 제주시 천수동로2길 23,,한식
1295,공육이육,제주특별자치도 제주시 조천읍 와흘상서1길 4,,한식
1296,공일공회센터,제주특별자치도 제주시 천수로11길 4,,한식
1297,공주네국수,제주특별자치도 제주시 삼봉로 353,,한식
1298,공푸마라탕,제주특별자치도 제주시 신광로8길 22 ,064-743-9240,한식
1299,공항가족식당,제주특별자치도 제주시 공항로1길 9,,한식
1300,공항게스트하우스음식점,제주특별자치도 제주시 관덕로8길 24,,한식
1301,곶자왈,제주특별자치도 제주시 조천읍 비자림로 631,064-757-9556,한식
1302,과수원집,제주특별자치도 제주시 천수동로 35 ,064-724-3993,한식
1303,과오름해장국,제주특별자치도 제주시 애월읍 일주서로 6078,064-799-6066,한식
1304,곽지곤지암해장국,제주특별자치도 제주시 애월읍 곽지1길 4,064-796-5725,한식
1305,곽지국시,제주특별자치도 제주시 애월읍 일주서로 6025,,한식
1306,곽지글라홍국수오김밥,제주특별자치도 제주시 애월읍 곽지7길 1,,한식
1307,곽지뽕끌락,제주특별자치도 제주시 애월읍 일주서로 6001,,한식
1308,곽지스테이션,제주특별자치도 제주시 애월읍 곽지3길 27-1,,한식
1309,곽지식당,제주특별자치도 제주시 애월읍 곽지3길 27,064-799-0587,한식
1310,곽지해녀의집,제주특별자치도 제주시 애월읍 곽지11길 27,,한식
1311,관덕차롱반,제주특별자치도 제주시 관덕로 32,,한식
1312,관음사식당,제주특별자치도 제주시 산록북로 585,064-721-8036,한식
1313,광령맛집,제주특별자치도 제주시 애월읍 광령1리 1248-2 ,064-748-5392,한식
1314,광령이모밥집,제주특별자치도 제주시 애월읍 광성로 262,064-746-0125,한식
1315,광림,제주특별자치도 제주시 제원길 6 ,064-744-8218,한식
1316,광림본점,제주특별자치도 제주시 전농로 82 ,064-759-9797,한식
1317,광명식당,제주특별자치도 제주시 동문로4길 9 ,064-757-3650,한식
1318,광미밥상,제주특별자치도 제주시 도두항서7길 7,,한식
1319,광성식당,제주특별자치도 제주시 애월읍 광성로 298,064-747-9669,한식
1320,광양8길9,제주특별자치도 제주시 광양8길 9,,한식
1321,광양고가네,제주특별자치도 제주시 광양2길 35  102호,064-758-2890,한식
1322,광양마산아구찜,제주특별자치도 제주시 광양2길 7,064-722-4178,한식
1323,광양이조,제주특별자치도 제주시 동광로2길 11 ,064-755-4408,한식
1324,광양이조연동점,제주특별자치도 제주시 신대로16길 6,,한식
1325,광양해장국,제주특별자치도 제주시 광양13길 25 ,064-751-1777,한식
1326,광영식당,제주특별자치도 제주시 애월읍 광성로 299,064-746-8877,한식
1327,광장가든,제주특별자치도 제주시 애월읍 애월로 131,064-799-6946,한식
1328,광주빛고을,제주특별자치도 제주시 동광로5길 8 ,064-723-1553,한식
1329,광평도새기촌,제주특별자치도 제주시 수덕9길 81-3,064-746-2480,한식
1330,괜찮은술책,제주특별자치도 제주시 구좌읍 종달로 60-12,,한식
1331,괸당집도남점,제주특별자치도 제주시 도남로 26,,한식
1332,괸당집신제주점,제주특별자치도 제주시 신광로4길 9 ,064-745-9288,한식
1333,괸당집외도점,제주특별자치도 제주시 우정로13길 7 ,064-743-6050,한식
1334,교래리사계절,제주특별자치도 제주시 조천읍 남조로 2064,064-782-3970,한식
1335,교래삼복가든,제주특별자치도 제주시 조천읍 비자림로 653,,한식
1336,교래손칼국수,제주특별자치도 제주시 조천읍 비자림로 645,064-782-9870,한식
1337,교래퐁낭,제주특별자치도 제주시 조천읍 남조로 1773,064-782-9699,한식
1338,교래향,제주특별자치도 제주시 조천읍 비자림로 638,064-783-9803,한식
1339,구9포차,제주특별자치도 제주시 흥운길 24,,한식
1340,구공족발,제주특별자치도 제주시 우정로15길 29,,한식
1341,구구토종닭,제주특별자치도 제주시 조천읍 남조로 1767,,한식
1342,구남동해장국,제주특별자치도 제주시 구남동8길 51,064-901-9035,한식
1343,구남로7길,제주특별자치도 제주시 구남로7길 31,064-758-8090,한식
1344,구르는제주,제주특별자치도 제주시 한림읍 한수풀로 176-19,,한식
1345,구어도돼지,제주특별자치도 제주시 일주서로 7854,064-747-9295,한식
1346,구어흑도새기,제주특별자치도 제주시 신대로10길 55 ,064-744-7206,한식
